date,will5000_std,gdp_std,interest_rate,buffett_ind,profit_margin
1997-04-01,39.86346393082582,57.891888703394855,0.055099999999999996,0.6885846156283406,0.075
1997-07-01,48.374209915654525,58.870464526881236,0.0552,0.8217059319035278,0.0765
1997-10-01,51.09812474082721,59.57099863282903,0.055,0.8577684764993599,0.075
1998-01-01,51.1672374867534,60.25446858585266,0.0556,0.8491857730659186,0.0666
1998-04-01,59.21276559955124,60.95592011937704,0.0545,0.9714030316265921,0.0658
1998-07-01,60.63976761362765,61.98478456557901,0.0554,0.9783008530016208,0.0649
1998-10-01,52.73114024861042,63.15973066500995,0.0507,0.8348854514324758,0.0617
1999-01-01,64.83309069774774,63.959530434742426,0.0463,1.0136580155774688,0.0659
1999-04-01,68.8899395976541,64.73783521614389,0.047400000000000005,1.0641372138510246,0.0647
1999-07-01,71.77980313472013,65.82798382446062,0.0499,1.0904147288808184,0.0616
1999-10-01,67.65274831039446,67.27917076507615,0.052000000000000005,1.005552647885967,0.0603
2000-01-01,77.12087819262491,67.97240622497036,0.0545,1.1345909682434308,0.0565
2000-04-01,77.79059888821439,69.64104388851202,0.0602,1.1170222981256421,0.054299999999999994
2000-07-01,79.32334782141267,70.11977118948495,0.0654,1.1312550864870459,0.0541
2000-10-01,74.70846987172952,70.91880983411686,0.06509999999999999,1.053436599492813,0.051
2001-01-01,71.1145289618973,71.15317520325097,0.059800000000000006,0.9994568585134358,0.053399999999999996
2001-04-01,63.15806852912716,72.02825840034065,0.048,0.8768512516030579,0.0562
2001-07-01,64.85792394087461,72.02159855571075,0.0377,0.9005343569360678,0.055099999999999996
2001-10-01,57.74753881832563,72.44595977807222,0.024900000000000002,0.797111929985149,0.057800000000000004
2002-01-01,62.21364834118439,73.28207608831715,0.0173,0.8489613239969694,0.0654
2002-04-01,61.605565879805255,73.98856327987289,0.0175,0.8326363311958487,0.067
2002-07-01,50.392511529262606,74.6448977639096,0.0173,0.6750965308927934,0.06849999999999999
2002-10-01,47.681651333876,75.17084200415655,0.0175,0.6343104595161971,0.0738
2003-01-01,50.34720927120061,75.93669695355601,0.0124,0.6630155286052763,0.0705
2003-04-01,50.31356708799844,76.8788407086129,0.0126,0.6544527287904552,0.0732
2003-07-01,57.2084943055286,78.60430451582317,0.0101,0.7278035809605369,0.0742
2003-10-01,60.69404555297875,80.00127488454343,0.0101,0.7586634793079414,0.076
2004-01-01,66.6896146580455,81.02888211517752,0.01,0.8230351069542136,0.08310000000000001
2004-04-01,67.20194305548547,82.31578156198908,0.01,0.8163919698056694,0.08259999999999999
2004-07-01,65.52824444117773,83.62391096249841,0.0126,0.783606550889066,0.0843
2004-10-01,66.87561387842447,85.1319376383022,0.0176,0.7855525873563117,0.081
